Region,Site,Area,Note,Locus ID,Original Sort Order,Locus/Wall,Number,Square,Phase,Contextual Integrity (I) Code,Contextual Integrity (I),Phasing of Contents (PoC),Comments,Context,Chapter,Status
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9245,251,Locus,9245,AH/34,⪰1a,d,disturbed,⪰1a,"Robber Trench of W9282, W9253 and W9290 (L9245 = L9269 = L9252 = L9281= L9294 = L9268)",--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9246,252,Locus,9246,AJ/33,5,d?,possibly disturbed,4?–5,"Deposit under W9015, down to a tiny floor fragment, cut and maybe contaminated by Pit L9251",--, Dor IIA: 15,Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9247,253,Locus,9247,AH/33,2,u,unsealed,⪰2,Fill in sump 9247,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9248,254,Wall,9248,AH/33,2,--,--,--,Wall of sump 9247,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9249,255,Locus,9249,AH/34,1b–6,d,disturbed,1–6,Fill below level of Phase 1a floor down to a Phase 6a floor,6 and later," Dor IIIA: 5, Dor IIA: 7",Not Final
Israel,Tel Dor,AM:34–35,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9250,256,Locus,9250,AM/34–35,≻1,d,disturbed,≻1,Topsoil,--, Dor IIIA: 16,Not Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9251,257,Locus,9251,AI–AJ/33–34,4,u,unsealed,4,Pit 9251 (L9251= L9172 = L9184 = L9193 = L9195) cf. text for contaminated loci. Partly covered by W9015 & W9041. Cuts F9246.,Pit 9251," Dor IIIA: 9, 10, 13, 14",Not Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9252,258,Locus,9252,AH/34,⪰1a,d,disturbed,⪰1a,"Robber Trench of W9282, W9253 and W9290 (L9245 = L9269 = L9252 = L9281= L9294 = L9268",--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9253,259,Wall,9253,AH/34,1a–1b,--,--,--,Headers against a stretcher wall,--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9254,260,Locus,9254,AH/33,3?/4?/5?,u,unsealed,2–5,Unsealed brown fill with ash lenses below 1a floor,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9255,261,Locus,9255,AJ/33,6a,u,unsealed,6a,"Beginning of mudbrick collapse above “Sloan’s floor” and W9140(N), under F9246",9679," Dor IIA: 13, 15",Final
Israel,Tel Dor,AM:34–35,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9256,262,Locus,9256,AM/34–35,1a,d,disturbed,⪰1,Sandy deposit containing plaster and shells,--, Dor IIIA: 16,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9257,263,Locus,9257,AI/32,2,s,sealed,2,Fill in “Ilan’s Sump” 9048 (L9048 = W(?)9080 = W9090 = W9258 in AI/32 = W9420 = L9083 = L9421 = L9257 in AI/32),--, Dor IIIA: 12,Not Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9258,264,Wall,9258,AI–AJ/32,2?,--,--,--,Wall of “Ilan’s Sump” 9048 (L9048 = W(?)9080 = W9090 = W9258 in AI/32 = W9420 = L9083 = L9421 = L9257 in AI/32),--, Dor IIIA: 12,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9259,265,Locus,9259,AI/32,7,u,unsealed,7(a?),"Phase 7(a?) fill, above Phase 7b F9295",9300, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9260,266,Locus,9260,AI/32–33,4,u,unsealed,4,Pit 9463 (L9463 = L9182 = L9513 = L9552 = L9664 = L9260),Pit 9463, Dor IIIA: 8,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9261,267,Locus,9261,AI/33,7d/4,d?,possibly disturbed,7+4,"Phase 7a fill, contaminated by Pit L9168?",--, Dor IIA: 9,Final
Israel,Tel Dor,AI–AJ:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9262,268,Wall,9262,AI–AJ/33,7–9,--,--,--,"Two superimposed mudbrick and stone socle walls, stages a+b (Phases 7+8) on c+d (Phase 9)",--," Dor IIA: 9, 10, 13",Final
Israel,Tel Dor,AK:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9263,269,Locus,9263,AK/33,2?/3?,s,sealed,2–3,Under F9237 to top of “Pia's Wall” 9147; same as 9242 (but sealed),--, Dor IIIA: 13,Not Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9264,270,Locus,9264,AH/33,1b,--,--,--,Paving stones of pavement F9240,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9265,271,Locus,9265,AH/33,4?–5?,u,unsealed,2?–5?,Brown sandy debris,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9266,272,Wall,9266,AH/33,5?/6–9,--,--,--,"Room wall of medium boulders in continuous use from Phases 9 to 6, two stages of construction",--," Dor IIA: 5, 7",Final
Israel,Tel Dor,AH:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9267,273,Locus,9267,AH/33,5,u,unsealed,5–7,Unsealed fill,--, Dor IIA: 7,Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9268,274,Locus,9268,AH/34,⪰1a,d,disturbed,⪰1a,"Robber Trench of W9282, W9253 and W9290 (L9245 = L9269 = L9252 = L9281= L9294 = L9268)",--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AH:34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9269,275,Locus,9269,AH/34,⪰1a,d,disturbed,⪰1a,"Robber Trench of W9282, W9253 and W9290 (L9245 = L9269 = L9252 = L9281= L9294 = L9268)",--, Dor IIIA: 6,Not Final
Israel,Tel Dor,AK:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9270,276,Locus,9270,AK/33,pre–3,u,unsealed,pre-3–4,Podium fill behind “Pia's wall” W9147 (Construction phase of 3?),--, Dor IIIA: 13,Not Final
Israel,Tel Dor,AK:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9271,277,Locus,9271,AK/33,≻1,d,disturbed,⪰1a,"Robber Trench of Blob W9003, W9015 and W9041",--, Dor IIIA: 13,Not Final
Israel,Tel Dor,AM:34–35,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9272,278,Locus,9272,AM/34–35,1a,--,--,--,Paving stones?,--, Dor IIIA: 16,Not Final
Israel,Tel Dor,AM:34–35,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9273,279,Wall,9273,AM/34–35,1b–1a,--,--,--,Header-stretcher wall,--, Dor IIIA: 16,Not Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9274,280,Wall,9274,AH–AI/33,2,--,--,--,"Crude header wall (? W9288), reused as foundation for W9287",--," Dor IIIA: 4, 5, 8, 9",Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9275a–b,281,Wall,9275a–b,AI/33–34,7+8(+6?),--,--,--,"«Reed-mat» wall, abuts W9262(a+b)",--," Dor IIA: 10, 13",Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9276,282,Locus,9276,AJ/34,7?/6b??/8??,u,unsealed,7,"Mudbrick wall collapse to floor, =F9191, resurfacing of F9548",7, Dor IIA: 12,Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9277,283,Locus,9277,AJ/34,6/5?–4?,d,disturbed,1–6,Robber trench of W9211? part of wall collapse?,6 and later, Dor IIA: 12,Final
